mechanism,player,org,pos,tier,age,il,appearances,rate_per_app,expected_rate,w,pm_before,pm_after,dollar_before,dollar_after,dollar_delta
re-priced up,Alex Lange,FA,RP,T3,30,ACTIVE,53,6.85,12.29,0.631,0.543,0.749,0.78,1.02,0.24
re-priced up,Julio Rodriguez,C-Town Liquors,CF,T3,25,ACTIVE,133,6.22,9.68,0.658,0.665,0.788,1.97,2.2,0.23
re-priced up,Teoscar Hernandez,Balking Dead,RF,T1,33,ACTIVE,107,5.59,5.92,0.608,0.769,0.97,1.21,1.44,0.23
re-priced up,Cody Bellinger,High Cheddar,CF,T1,30,ACTIVE,116,7.59,8.66,0.627,0.773,0.93,1.7,1.93,0.23
re-priced up,Bobby Witt Jr.,C-Town Liquors,SS,T1,26,ACTIVE,125,9.02,11.19,0.644,0.768,0.888,2.5,2.73,0.23
re-priced up,Colton Cowser,C-Town Liquors,LF,T1,26,ACTIVE,121,3.58,5.86,0.637,0.59,0.777,0.95,1.18,0.23
re-priced up,Nathaniel Lowe,FA (CIN),1B,T2,30,ACTIVE,108,5.73,5.94,0.61,0.79,0.981,1.34,1.57,0.23
re-priced up,Keibert Ruiz,Dirty Spikes,C,T1,27,ACTIVE,90,6.64,8.04,0.625,0.726,0.902,1.28,1.5,0.22
re-priced up,Kyle Isbel,FA (KC),CF,T1,29,ACTIVE,83,3.67,2.86,0.546,0.806,1.139,0.66,0.88,0.22
re-priced up,Trent Thornton,FA,RP,T2,32,ACTIVE,45,6.07,9.37,0.592,0.537,0.812,0.51,0.73,0.22
re-priced up,Emmet Sheehan,High Cheddar,SP,T3,26,ACTIVE,20,32.2,20.8,0.571,1.057,1.282,1.44,1.65,0.21
re-priced up,Angel Martinez,Dirty Spikes,CF,T3,24,ACTIVE,93,6.02,3.98,0.574,1.031,1.265,1.31,1.52,0.21
re-priced up,Dennis Santana,FA (was Kansas Sunflower Seeds),RP,T1,30,ACTIVE,50,5.02,8.78,0.617,0.528,0.762,0.58,0.79,0.21
re-priced up,Miguel Rojas,FA (LAD),2B,T2,37,ACTIVE,88,3.69,3.29,0.561,0.753,1.061,0.62,0.83,0.21
re-priced up,Javier Assad,FA (CHC),SP,T1,28,ACTIVE,23,22.65,24.61,0.605,0.754,0.957,1.1,1.31,0.21
re-priced up,Ryan Gusto,FA (MIA),SP,T1,27,ACTIVE,20,20.0,16.67,0.571,0.841,1.103,0.87,1.08,0.21
re-priced up,Luis Campusano,FA (SD),DH,T1,27,ACTIVE,58,5.33,2.1,0.457,1.072,1.5,0.64,0.85,0.21
re-priced up,Nathan Lukes,FA (TOR),RF,T1,31,ACTIVE,106,5.23,5.12,0.606,0.816,1.011,1.19,1.39,0.2
re-priced up,Eli White,FA (ATL),RF,T1,32,ACTIVE,86,3.93,3.02,0.555,0.841,1.151,0.71,0.91,0.2
re-priced up,Merrill Kelly,FA (ARI),SP,T1,37,ACTIVE,26,21.23,31.79,0.634,0.636,0.81,0.98,1.18,0.2
re-priced up,Griffin Canning,FA (SD),SP,T2,30,ACTIVE,25,16.08,23.55,0.625,0.627,0.822,0.82,1.02,0.2
re-priced up,Tyler Heineman,FA,C,T1,35,ACTIVE,62,2.11,2.7,0.534,0.507,0.895,0.29,0.49,0.2
re-priced up,Miguel Amaya,FA (CHC),C,T1,27,ACTIVE,71,4.55,3.85,0.568,0.807,1.093,0.67,0.86,0.19
re-priced up,Joey Ortiz,FA (MIL),SS,T1,27,ACTIVE,107,5.26,5.08,0.608,0.834,1.02,1.23,1.42,0.19
re-priced up,Jared Triolo,FA (PIT),SS,T1,28,ACTIVE,99,4.21,3.83,0.589,0.82,1.053,0.92,1.11,0.19
re-priced up,Austin Riley,Dirty Spikes,3B,T2,29,ACTIVE,141,4.48,8.51,0.671,0.592,0.714,1.33,1.51,0.18
re-priced up,Lawrence Butler,Dirty Spikes,RF,T3,25,ACTIVE,132,4.82,7.34,0.657,0.674,0.797,1.54,1.72,0.18
re-priced up,Patrick Bailey,FA (CLE),C,T1,27,ACTIVE,93,3.31,5.22,0.633,0.597,0.792,0.71,0.89,0.18
re-priced up,Michael Conforto,FA (CHC),LF,T2,33,ACTIVE,97,4.6,3.97,0.584,0.844,1.084,0.87,1.05,0.18
re-priced up,Luis Torrens,FA (NYM),C,T2,29,ACTIVE,80,4.96,4.88,0.597,0.785,1.009,0.82,1.0,0.18
re-priced up,Seth Lugo,FA (KC),SP,T2,36,ACTIVE,29,24.41,41.06,0.659,0.633,0.76,1.36,1.54,0.18
re-priced up,Victor Vodnik,FA (COL),RP,T1,27,ACTIVE,45,5.62,7.25,0.592,0.624,0.88,0.56,0.74,0.18
re-priced up,Pierce Johnson,FA (CIN),RP,T1,35,ACTIVE,49,5.76,8.9,0.613,0.575,0.805,0.57,0.75,0.18
re-priced up,Luke Weaver,Balking Dead,RP,T1,32,ACTIVE,52,10.62,12.94,0.627,0.739,0.899,1.12,1.29,0.17
re-priced up,Bryan King,FA,RP,T1,29,ACTIVE,52,7.02,10.12,0.627,0.64,0.827,0.81,0.98,0.17
re-priced up,Mickey Moniak,High Cheddar,RF,T1,28,ACTIVE,103,6.78,5.34,0.599,0.965,1.144,1.47,1.64,0.17
re-priced up,Camilo Doval,FA (NYY),RP,T1,28,ACTIVE,60,6.73,13.25,0.659,0.557,0.708,0.88,1.05,0.17
re-priced up,Tyrone Taylor,FA,CF,T2,32,ACTIVE,82,5.78,2.92,0.543,1.174,1.478,0.89,1.06,0.17
re-priced up,Jordan Hicks,FA,RP,T2,29,ACTIVE,46,7.78,8.72,0.597,0.716,0.942,0.68,0.85,0.17
re-priced up,Andres Gimenez,FA (was High Cheddar),2B,T1,27,ACTIVE,127,5.17,6.95,0.648,0.724,0.85,1.43,1.59,0.16
re-priced up,Ryan Jeffers,Kansas Sunflower Seeds,C,T1,29,ACTIVE,79,8.7,6.21,0.594,1.031,1.213,1.4,1.56,0.16
re-priced up,Tyler Mahle,Dirty Spikes,SP,T2,31,ACTIVE,24,34.83,34.48,0.615,0.849,1.006,1.37,1.53,0.16
re-priced up,George Kirby,Kansas Sunflower Seeds,SP,T1,28,ACTIVE,27,33.81,41.15,0.643,0.785,0.897,2.02,2.17,0.15
re-priced up,Ezequiel Tovar,FA (COL),SS,T3,24,ACTIVE,129,4.54,6.28,0.652,0.718,0.838,1.41,1.56,0.15
re-priced up,Eugenio Suarez,High Cheddar,3B,T2,34,ACTIVE,110,5.05,4.77,0.615,0.871,1.032,1.13,1.27,0.14
re-priced up,Walker Buehler,FA (SD),SP,T2,31,ACTIVE,28,27.5,39.27,0.651,0.706,0.824,1.38,1.52,0.14
re-priced up,Miles Mikolas,FA (WSH),SP,T2,37,ACTIVE,25,11.88,18.0,0.625,0.609,0.809,0.52,0.66,0.14
re-priced up,Paul Skenes,High Cheddar,SP,T3,24,ACTIVE,29,44.21,59.07,0.659,0.77,0.851,3.09,3.22,0.13
re-priced up,Emilio Pagan,KC Gray Hotdogs,RP,T2,35,ACTIVE,39,12.79,7.37,0.557,1.115,1.369,0.83,0.96,0.13
re-priced up,Kyle Finnegan,FA (DET),RP,T1,34,ACTIVE,60,5.58,10.41,0.659,0.583,0.725,0.71,0.84,0.13
re-priced up,Andrew Abbott,FA (CIN),SP,T1,27,ACTIVE,29,25.41,37.06,0.659,0.714,0.814,1.65,1.78,0.13
re-priced up,Yoshinobu Yamamoto,High Cheddar,SP,T1,27,ACTIVE,25,55.96,49.24,0.625,0.978,1.077,2.84,2.96,0.12
re-priced up,Jarren Duran,River Cats,LF,T1,29,ACTIVE,135,5.5,7.98,0.662,0.717,0.815,1.67,1.79,0.12
re-priced up,Matt McLain,MidwestBears,2B,T1,26,ACTIVE,115,5.77,5.71,0.625,0.87,1.007,1.34,1.46,0.12
re-priced up,Jakob Junis,Kansas Sunflower Seeds,RP,T2,33,ACTIVE,46,9.61,9.15,0.597,0.825,1.027,0.74,0.86,0.12
re-priced up,Dylan Crews,FA (WSH),RF,T3,24,ACTIVE,90,5.6,2.81,0.566,1.288,1.5,1.18,1.3,0.12
re-priced up,Janson Junk,FA (MIA),SP,T1,30,ACTIVE,22,24.45,18.67,0.595,0.99,1.166,1.09,1.21,0.12
re-priced up,Ketel Marte,Balking Dead,2B,T1,32,ACTIVE,123,8.68,8.64,0.641,1.0,1.003,2.19,2.08,-0.11
re-priced up,Brett Baty,Balking Dead,3B,T1,26,ACTIVE,123,4.26,5.06,0.641,0.786,0.909,1.18,1.29,0.11
re-priced up,Bryson Stott,Balking Dead,2B,T1,28,ACTIVE,136,6.99,7.08,0.663,0.989,0.993,2.08,1.97,-0.11
re-priced up,Jung Hoo Lee,MidwestBears,CF,T1,27,ACTIVE,131,6.76,6.12,0.655,1.059,1.062,1.89,1.78,-0.11
re-priced up,Jacob Lopez,FA (ATH),SP,T1,28,ACTIVE,23,27.43,21.61,0.605,1.003,1.147,1.35,1.46,0.11
re-priced up,Randal Grichuk,FA,RF,T2,34,ACTIVE,98,4.52,3.17,0.587,1.026,1.225,0.89,1.0,0.11
re-priced up,Jimmy Herget,FA,RP,T2,32,ACTIVE,46,5.07,5.47,0.597,0.739,0.96,0.46,0.57,0.11
re-priced up,Framber Valdez,Kansas Sunflower Seeds,SP,T1,32,ACTIVE,28,28.64,36.79,0.651,0.774,0.87,1.66,1.76,0.1
re-priced up,Zack Wheeler,Kansas Sunflower Seeds,SP,T1,36,ACTIVE,24,52.12,42.36,0.615,1.012,1.128,2.11,2.21,0.1
re-priced up,Christian Yelich,Kansas Sunflower Seeds,DH,T2,34,ACTIVE,102,6.57,4.47,0.596,1.093,1.252,1.19,1.29,0.1
re-priced up,Gunnar Henderson,Kansas Sunflower Seeds,SS,T3,25,ACTIVE,143,6.97,10.83,0.675,0.709,0.784,2.35,2.45,0.1
re-priced up,Leody Taveras,FA (BAL),CF,T1,27,ACTIVE,122,4.79,5.36,0.639,0.821,0.938,1.31,1.41,0.1
re-priced up,Aaron Civale,FA (ATH),SP,T2,31,ACTIVE,28,19.61,27.15,0.651,0.725,0.837,1.14,1.24,0.1
re-priced up,Taylor Ward,Balking Dead,LF,T1,32,ACTIVE,134,5.28,7.23,0.66,0.748,0.84,1.54,1.63,0.09
re-priced up,Ranger Suarez,Balking Dead,SP,T1,30,ACTIVE,25,36.76,33.64,0.625,0.944,1.052,1.88,1.97,0.09
re-priced up,Aaron Nola,Balking Dead,SP,T2,33,ACTIVE,29,34.38,34.79,0.659,0.985,0.993,1.84,1.75,-0.09
re-priced up,Freddie Freeman,Kansas Sunflower Seeds,1B,T1,36,ACTIVE,138,8.22,9.21,0.667,0.916,0.935,2.25,2.16,-0.09
re-priced up,David Hamilton,FA (MIL),2B,T2,28,ACTIVE,104,4.85,3.53,0.601,1.045,1.201,1.07,1.16,0.09
re-priced up,Noah Cameron,River Cats,SP,T3,26,ACTIVE,27,36.78,30.84,0.643,1.095,1.111,2.21,2.12,-0.09
re-priced up,Matthew Liberatore,FA (STL),SP,T3,26,ACTIVE,28,27.5,24.94,0.651,1.054,1.06,1.72,1.63,-0.09
re-priced up,David Peterson,FA (NYM),SP,T1,30,ACTIVE,28,22.07,29.09,0.651,0.756,0.859,1.33,1.42,0.09
re-priced up,Gabe Speier,FA (SEA),RP,T2,31,ACTIVE,46,8.33,6.96,0.597,0.926,1.106,0.77,0.86,0.09
re-priced up,Erick Fedde,FA (CHW),SP,T2,33,ACTIVE,30,21.03,32.79,0.667,0.695,0.785,1.33,1.42,0.09
re-priced up,Nick Martinez,Balking Dead,SP,T1,35,ACTIVE,27,34.63,28.61,0.643,1.11,1.122,1.79,1.71,-0.08
re-priced up,Michael King,River Cats,SP,T2,31,ACTIVE,29,39.28,41.21,0.659,0.954,0.972,2.19,2.11,-0.08
re-priced up,Bryan Abreu,Kansas Sunflower Seeds,RP,T1,29,ACTIVE,58,10.31,13.62,0.652,0.758,0.858,1.29,1.37,0.08
re-priced up,Kyle Stowers,KC Gray Hotdogs,RF,T1,28,ACTIVE,106,6.5,5.38,0.606,1.0,1.114,1.56,1.64,0.08
re-priced up,Seiya Suzuki,MidwestBears,RF,T1,31,ACTIVE,126,8.57,7.28,0.646,1.082,1.103,2.24,2.16,-0.08
re-priced up,Junior Caminero,River Cats,3B,T3,22,ACTIVE,143,8.24,10.65,0.675,0.833,0.863,3.17,3.09,-0.08
re-priced up,Paul Sewald,FA,RP,T2,36,ACTIVE,53,10.28,11.15,0.631,0.833,0.956,0.98,1.06,0.08
re-priced up,JJ Bleday,C-Town Liquors,LF,T2,28,ACTIVE,115,6.74,5.86,0.625,0.976,1.085,1.7,1.78,0.08
re-priced up,Robbie Ray,Kansas Sunflower Seeds,SP,T2,34,ACTIVE,28,32.93,40.79,0.651,0.799,0.887,1.64,1.72,0.08
re-priced up,Spencer Horwitz,FA (PIT),1B,T1,28,ACTIVE,101,6.63,4.01,0.594,1.207,1.351,1.41,1.49,0.08
re-priced up,Myles Straw,FA (TOR),CF,T2,31,ACTIVE,122,3.93,4.48,0.639,0.81,0.93,1.06,1.14,0.08
re-priced up,Martin Perez,FA (ATL),SP,T2,35,ACTIVE,27,26.37,30.85,0.643,0.813,0.916,1.23,1.31,0.08
re-priced up,Tomoyuki Sugano,FA (COL),SP,T1,36,ACTIVE,25,20.76,20.7,0.625,0.875,1.002,1.0,1.08,0.08
re-priced up,Andrew Kittredge,FA (BAL),RP,T1,36,ACTIVE,50,7.66,7.99,0.617,0.819,0.977,0.64,0.72,0.08
re-priced up,Cole Sulser,High Cheddar,RP,T2,36,ACTIVE,42,9.17,6.65,0.575,1.0,1.196,0.65,0.73,0.08
re-priced up,Josh Naylor,KC Gray Hotdogs,1B,T1,29,ACTIVE,134,6.98,7.32,0.66,0.946,0.972,2.02,1.95,-0.07
re-priced up,Brady Singer,MidwestBears,SP,T1,30,ACTIVE,28,24.14,30.09,0.651,0.794,0.884,1.41,1.48,0.07
re-priced up,Alec Bohm,MidwestBears,3B,T1,29,ACTIVE,135,6.57,6.86,0.662,0.956,0.975,1.83,1.76,-0.07
re-priced up,Tyler Stephenson,FA,C,T2,29,ACTIVE,112,4.87,7.74,0.675,0.693,0.775,1.17,1.24,0.07
re-priced up,Hunter Gaddis,River Cats,RP,T1,28,ACTIVE,58,8.76,11.6,0.652,0.756,0.856,1.08,1.15,0.07
re-priced up,Isiah Kiner-Falefa,FA (BOS),SS,T2,31,ACTIVE,46,5.83,4.29,0.4,1.0,1.129,1.13,1.2,0.07
re-priced up,Cedric Mullins,FA (TB),CF,T1,31,ACTIVE,122,5.48,5.69,0.639,0.879,0.979,1.36,1.43,0.07
re-priced up,Mike Yastrzemski,FA (ATL),RF,T1,35,ACTIVE,121,3.98,4.34,0.637,0.833,0.951,0.85,0.92,0.07
re-priced up,John Schreiber,FA (KC),RP,T1,32,ACTIVE,58,5.84,8.54,0.652,0.695,0.815,0.66,0.73,0.07
re-priced up,Tyler Kinley,Balking Dead,RP,T1,35,ACTIVE,55,6.98,8.28,0.64,0.795,0.91,0.75,0.81,0.06
re-priced up,JoJo Romero,Kansas Sunflower Seeds,RP,T1,29,ACTIVE,48,8.52,6.71,0.608,1.0,1.148,0.82,0.88,0.06
re-priced up,Roman Anthony,River Cats,RF,T3,22,ACTIVE,38,4.79,3.44,0.355,1.0,1.125,1.12,1.18,0.06
re-priced up,Daulton Varsho,Kansas Sunflower Seeds,CF,T2,29,ACTIVE,124,4.89,5.29,0.642,0.859,0.956,1.17,1.23,0.06
re-priced up,Ernie Clement,River Cats,3B,T1,30,ACTIVE,140,6.16,7.35,0.67,0.878,0.903,1.88,1.82,-0.06
re-priced up,Andres Munoz,River Cats,RP,T1,27,ACTIVE,55,13.78,14.72,0.64,0.872,0.963,1.53,1.59,0.06
re-priced up,Victor Caratini,FA (MIN),C,T1,32,ACTIVE,95,4.63,4.88,0.638,0.86,0.971,0.94,1.0,0.06
re-priced up,Shane Baz,FA (BAL),SP,T1,27,ACTIVE,28,34.04,32.91,0.651,0.995,1.02,2.04,1.98,-0.06
re-priced up,Yennier Cano,FA (was Dirty Spikes),RP,T2,32,ACTIVE,61,6.72,10.1,0.663,0.708,0.8,0.86,0.92,0.06
re-priced up,Jonny DeLuca,FA (TB),CF,T1,27,ACTIVE,90,5.53,2.69,0.566,1.326,1.5,0.93,0.99,0.06
re-priced up,Corbin Carroll,Dirty Spikes,RF,T3,25,ACTIVE,140,7.54,10.37,0.67,0.773,0.835,2.45,2.5,0.05
re-priced up,Jack Dreyer,Dirty Spikes,RP,T3,27,ACTIVE,60,9.67,10.26,0.659,0.948,0.966,1.2,1.15,-0.05
re-priced up,Daniel Lynch IV,FA,RP,T2,29,ACTIVE,52,8.46,8.21,0.627,0.903,1.018,0.83,0.88,0.05
re-priced up,Garrett Whitlock,High Cheddar,RP,T1,30,ACTIVE,48,12.65,11.99,0.608,1.0,1.03,1.43,1.38,-0.05
re-priced up,Kyle Tucker,River Cats,RF,T1,29,ACTIVE,134,6.69,8.31,0.66,0.814,0.884,1.82,1.87,0.05
re-priced up,Chris Sale,MidwestBears,SP,T2,37,ACTIVE,25,61.2,50.85,0.625,1.029,1.115,2.68,2.73,0.05
re-priced up,Kyle Bradish,MidwestBears,SP,T1,29,ACTIVE,28,31.89,37.27,0.651,0.84,0.915,1.64,1.69,0.05
re-priced up,Alex Vesia,MidwestBears,RP,T1,30,ACTIVE,64,8.89,11.38,0.674,0.85,0.867,1.18,1.13,-0.05
re-priced up,Tyler Freeman,FA (COL),RF,T1,27,ACTIVE,78,4.82,4.0,0.531,1.0,1.098,1.11,1.16,0.05
re-priced up,Trevor Rogers,River Cats,SP,T1,28,ACTIVE,26,35.38,33.88,0.634,0.939,1.025,1.71,1.76,0.05
re-priced up,Tyler Holton,FA (DET),RP,T2,30,ACTIVE,62,7.89,11.72,0.667,0.726,0.804,1.06,1.11,0.05
re-priced up,Tim Herrin,FA (CLE),RP,T2,29,ACTIVE,59,6.68,9.01,0.656,0.755,0.847,0.83,0.88,0.05
re-priced up,Bryan De La Cruz,FA,LF,T2,29,ACTIVE,21,4.95,4.53,0.233,1.0,1.02,1.32,1.27,-0.05
re-priced up,Yuki Matsui,High Cheddar,RP,T1,30,ACTIVE,44,12.05,6.6,0.587,1.303,1.435,1.05,1.09,0.04
re-priced up,Sandy Alcantara,High Cheddar,SP,T2,30,ACTIVE,30,38.4,46.85,0.667,0.86,0.892,2.11,2.07,-0.04
re-priced up,Logan Gilbert,High Cheddar,SP,T1,29,ACTIVE,28,47.36,48.52,0.651,0.944,0.986,2.71,2.67,-0.04
re-priced up,Shota Imanaga,KC Gray Hotdogs,SP,T2,32,ACTIVE,28,40.14,40.55,0.651,0.956,0.994,2.21,2.17,-0.04
re-priced up,Spencer Torkelson,Kansas Sunflower Seeds,1B,T1,26,ACTIVE,140,6.26,7.74,0.67,0.851,0.885,1.96,1.92,-0.04
re-priced up,Carson Kelly,FA (CHC),C,T1,31,ACTIVE,102,6.21,5.98,0.654,0.991,1.022,1.36,1.32,-0.04
re-priced up,Jazz Chisholm Jr.,C-Town Liquors,2B,T1,28,ACTIVE,133,6.49,6.95,0.658,0.922,0.96,1.87,1.83,-0.04
re-priced up,Trevor Story,FA (BOS),SS,T2,33,ACTIVE,48,4.6,4.39,0.41,1.0,1.018,0.98,0.94,-0.04
re-priced up,Colt Keith,FA (DET),DH,T3,24,ACTIVE,130,4.3,4.97,0.653,0.844,0.921,1.34,1.38,0.04
re-priced up,Ty France,High Cheddar,1B,T2,31,ACTIVE,113,7.75,4.96,0.621,1.269,1.314,1.76,1.72,-0.04
re-priced up,Brant Hurter,FA (DET),RP,T1,27,ACTIVE,21,8.29,8.1,0.404,1.0,1.008,0.96,0.92,-0.04
re-priced up,Grant Anderson,FA (MIL),RP,T1,29,ACTIVE,52,8.21,7.53,0.627,0.951,1.051,0.89,0.93,0.04
re-priced up,Brent Suter,FA,RP,T1,36,ACTIVE,49,10.63,5.97,0.613,1.408,1.43,0.93,0.89,-0.04
re-priced up,Casey Legumina,FA,RP,T1,29,ACTIVE,49,8.2,4.59,0.613,1.412,1.434,0.81,0.77,-0.04
re-priced up,Trevor Larnach,Balking Dead,DH,T1,29,ACTIVE,117,5.81,4.81,0.629,1.036,1.119,1.45,1.48,0.03
re-priced up,George Springer,Dirty Spikes,RF,T2,36,ACTIVE,110,6.53,3.86,0.615,1.332,1.383,1.18,1.15,-0.03
re-priced up,Jose Ferrer,FA,RP,T3,26,ACTIVE,65,6.37,10.13,0.677,0.713,0.774,0.95,0.98,0.03
re-priced up,Kenley Jansen,High Cheddar,RP,T2,38,ACTIVE,43,10.23,5.34,0.581,1.335,1.479,0.73,0.76,0.03
re-priced up,Salvador Perez,Kansas Sunflower Seeds,DH,T1,36,ACTIVE,134,5.45,5.95,0.66,0.913,0.95,1.38,1.35,-0.03
re-priced up,Kevin Gausman,MidwestBears,SP,T1,35,ACTIVE,29,38.0,42.94,0.659,0.893,0.932,2.16,2.13,-0.03
re-priced up,J.T. Realmuto,MidwestBears,C,T2,35,ACTIVE,106,5.0,5.49,0.662,0.913,0.947,0.98,0.95,-0.03
re-priced up,Jhoan Duran,River Cats,RP,T1,28,ACTIVE,54,15.78,13.29,0.635,1.061,1.107,1.64,1.61,-0.03
re-priced up,Andrew Benintendi,FA (CHW),LF,T2,31,ACTIVE,126,5.8,6.16,0.646,0.886,0.967,1.34,1.37,0.03
re-priced up,Zebby Matthews,FA (MIN),SP,T3,26,ACTIVE,20,32.7,14.98,0.571,1.449,1.5,1.42,1.39,-0.03
re-priced up,Colin Rea,FA (CHC),SP,T1,35,ACTIVE,30,22.03,27.06,0.667,0.855,0.889,1.31,1.28,-0.03
re-priced up,Taylor Rogers,FA (MIN),RP,T2,35,ACTIVE,58,5.67,7.28,0.652,0.778,0.871,0.62,0.65,0.03
re-priced up,John King,FA (was Kansas Sunflower Seeds),RP,T2,31,ACTIVE,50,6.38,5.41,0.617,0.983,1.099,0.62,0.65,0.03
re-priced up,Kyle Teel,FA (CHW),C,T3,24,ACTIVE,22,5.32,4.79,0.289,1.0,1.029,1.14,1.11,-0.03
re-priced up,Taylor Walls,FA (TB),SS,T2,29,ACTIVE,114,5.16,3.27,0.623,1.289,1.323,1.07,1.04,-0.03
re-priced up,Cal Quantrill,FA,SP,T2,31,ACTIVE,29,22.34,24.79,0.659,0.908,0.942,1.27,1.24,-0.03
re-priced up,Elvis Alvarado,FA,RP,T1,27,ACTIVE,47,9.7,5.1,0.603,1.441,1.489,0.93,0.9,-0.03
re-priced up,Blake Treinen,Balking Dead,RP,T2,38,ACTIVE,30,7.5,6.91,0.492,1.0,1.038,0.61,0.59,-0.02
re-priced up,Will Warren,Dirty Spikes,SP,T3,27,ACTIVE,28,32.14,35.76,0.651,0.878,0.941,1.96,1.98,0.02
re-priced up,Bryce Elder,Dirty Spikes,SP,T1,27,ACTIVE,26,32.88,29.61,0.634,0.993,1.063,1.83,1.85,0.02
re-priced up,Geraldo Perdomo,High Cheddar,SS,T1,26,DTD,139,7.54,9.86,0.668,0.804,0.859,2.36,2.38,0.02
re-priced up,Jose Caballero,Kansas Sunflower Seeds,SS,T1,29,ACTIVE,120,5.31,4.23,0.635,1.098,1.146,1.32,1.3,-0.02
re-priced up,Tanner Bibee,MidwestBears,SP,T1,27,ACTIVE,29,31.86,38.91,0.659,0.834,0.893,2.03,2.05,0.02
re-priced up,Steven Kwan,MidwestBears,LF,T1,28,ACTIVE,133,6.2,6.68,0.658,0.917,0.957,1.74,1.72,-0.02
re-priced up,Jackson Merrill,River Cats,CF,T3,23,ACTIVE,139,6.61,8.6,0.668,0.807,0.861,2.22,2.24,0.02
re-priced up,Graham Ashcraft,FA (was C-Town Liquors),RP,T1,28,ACTIVE,27,10.44,9.68,0.466,1.0,1.033,1.03,1.01,-0.02
re-priced up,Orion Kerkering,Kansas Sunflower Seeds,RP,T3,25,ACTIVE,60,8.23,9.34,0.659,0.894,0.93,1.13,1.11,-0.02
re-priced up,Jake Mangum,FA (PIT),LF,T1,30,ACTIVE,115,5.23,3.67,0.625,1.185,1.239,1.24,1.22,-0.02
re-priced up,Isaac Collins,FA (KC),LF,T1,28,ACTIVE,127,4.5,4.62,0.648,0.918,0.984,1.26,1.28,0.02
re-priced up,Jose Alvarado,FA (PHI),RP,T2,31,ACTIVE,58,7.12,8.18,0.652,0.858,0.924,0.85,0.87,0.02
re-priced up,Sean Newcomb,FA (was River Cats),RP,T2,33,ACTIVE,52,13.48,11.34,0.627,1.027,1.107,1.12,1.14,0.02
re-priced up,Greg Weissert,FA (BOS),RP,T1,31,ACTIVE,57,7.32,7.01,0.648,0.991,1.025,0.86,0.84,-0.02
re-priced up,Jonathan Loaisiga,FA (ARI),RP,T2,31,ACTIVE,60,7.63,8.31,0.659,0.927,0.952,0.77,0.75,-0.02
re-priced up,Sam Moll,FA,RP,T2,34,ACTIVE,65,5.02,6.63,0.677,0.836,0.851,0.62,0.6,-0.02
re-priced up,Raisel Iglesias,Dirty Spikes,RP,T1,36,ACTIVE,52,13.85,11.59,0.627,1.032,1.11,1.33,1.34,0.01
re-priced up,Kyle Schwarber,KC Gray Hotdogs,DH,T1,33,ACTIVE,137,8.09,9.95,0.665,0.837,0.888,2.37,2.38,0.01
re-priced up,Isaac Paredes,MidwestBears,3B,T1,27,ACTIVE,137,7.36,8.99,0.665,0.843,0.892,2.14,2.13,-0.01
re-priced up,Bo Bichette,KC Gray Hotdogs,SS,T1,28,ACTIVE,141,6.46,8.73,0.671,0.791,0.843,1.8,1.81,0.01
re-priced up,Elly De La Cruz,C-Town Liquors,SS,T3,24,ACTIVE,124,8.3,7.76,0.642,0.978,1.04,2.43,2.44,0.01
re-priced up,Matt Shaw,FA (CHC),3B,T3,24,ACTIVE,60,5.58,4.94,0.465,1.0,1.054,1.55,1.54,-0.01
re-priced up,Wandy Peralta,FA,RP,T1,34,ACTIVE,59,5.78,6.51,0.656,0.884,0.933,0.68,0.67,-0.01
re-priced up,Jacob Young,C-Town Liquors,CF,T1,26,ACTIVE,119,5.91,4.87,0.633,1.055,1.121,1.5,1.5,0.0
re-priced up,Tim Hill,FA (NYY),RP,T1,36,ACTIVE,61,4.57,5.87,0.663,0.813,0.868,0.56,0.56,0.0
re-priced up,Jovani Moran,FA (BOS),RP,T2,29,ACTIVE,45,10.67,5.63,0.592,1.378,1.476,0.95,0.95,0.0
